ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
91901,10,2012,A,Y,0,0,0
91901,10,2012,C,Y,712,1526588,2144
91901,10,2012,I,Y,0,0,0
91901,10,2012,R,Y,1182,832158,704
91902,10,2012,A,Y,0,0,0
91902,10,2012,C,N,313,803939,2568
91902,10,2012,I,Y,0,0,0
91902,10,2012,R,N,1146,661949,578
91905,10,2012,A,Y,0,0,0
91905,10,2012,C,Y,0,0,0
91905,10,2012,I,Y,0,0,0
91905,10,2012,R,Y,0,0,0
91906,10,2012,A,Y,0,0,0
91906,10,2012,C,Y,394,691468,1755
91906,10,2012,I,Y,0,0,0
91906,10,2012,R,Y,0,0,0
91910,10,2012,A,Y,0,0,0
91910,10,2012,C,Y,1650,5138850,3114
91910,10,2012,I,Y,0,0,0
91910,10,2012,R,Y,2228,1394416,626
91911,10,2012,A,Y,0,0,0
91911,10,2012,C,Y,2129,5255091,2468
91911,10,2012,I,Y,0,0,0
91911,10,2012,R,Y,2010,1278084,636
91912,10,2012,A,Y,0,0,0
91912,10,2012,C,Y,0,0,0
91912,10,2012,I,Y,0,0,0
91912,10,2012,R,Y,0,0,0
91913,10,2012,A,Y,0,0,0
91913,10,2012,C,Y,0,0,0
91913,10,2012,I,Y,0,0,0
91913,10,2012,R,N,1661,862264,519
91914,10,2012,A,Y,0,0,0
91914,10,2012,C,N,467,1195326,2560
91914,10,2012,I,Y,0,0,0
91914,10,2012,R,N,659,434297,659
91915,10,2012,A,Y,0,0,0
91915,10,2012,C,Y,291,1234059,4241
91915,10,2012,I,Y,0,0,0
91915,10,2012,R,Y,940,478766,509
91916,10,2012,A,Y,0,0,0
91916,10,2012,C,Y,0,0,0
91916,10,2012,I,Y,0,0,0
91916,10,2012,R,Y,0,0,0
91917,10,2012,A,Y,0,0,0
91917,10,2012,C,Y,0,0,0
91917,10,2012,I,Y,0,0,0
91917,10,2012,R,Y,0,0,0
91931,10,2012,A,Y,0,0,0
91931,10,2012,C,Y,0,0,0
91931,10,2012,I,Y,0,0,0
91931,10,2012,R,Y,0,0,0
91932,10,2012,A,Y,0,0,0
91932,10,2012,C,N,384,715478,1863
91932,10,2012,I,Y,0,0,0
91932,10,2012,R,N,1128,462781,410
91934,10,2012,A,Y,0,0,0
91934,10,2012,C,Y,0,0,0
91934,10,2012,I,Y,0,0,0
91934,10,2012,R,Y,0,0,0
91935,10,2012,A,Y,0,0,0
91935,10,2012,C,Y,0,0,0
91935,10,2012,I,Y,0,0,0
91935,10,2012,R,N,290,191093,659
91941,10,2012,A,Y,0,0,0
91941,10,2012,C,N,333,1017228,3055
91941,10,2012,I,Y,0,0,0
91941,10,2012,R,N,1364,703785,516
91942,10,2012,A,Y,0,0,0
91942,10,2012,C,N,1774,7325316,4129
91942,10,2012,I,Y,0,0,0
91942,10,2012,R,N,1938,876432,452
91945,10,2012,A,Y,0,0,0
91945,10,2012,C,N,717,2473001,3449
91945,10,2012,I,Y,0,0,0
91945,10,2012,R,N,1702,764475,449
91948,10,2012,A,Y,0,0,0
91948,10,2012,C,Y,0,0,0
91948,10,2012,I,Y,0,0,0
91948,10,2012,R,Y,0,0,0
91950,10,2012,A,Y,0,0,0
91950,10,2012,C,Y,2671,13260391,4965
91950,10,2012,I,Y,0,0,0
91950,10,2012,R,Y,1388,625351,451
91962,10,2012,A,Y,0,0,0
91962,10,2012,C,Y,0,0,0
91962,10,2012,I,Y,0,0,0
